id,area,latitude,longitude,crime_type,severity,date,time,time_of_day,target_group,gender,age,age_group,crime_count,police_station,status
1209,Civil Lines,25.45,81.84,Assault,4,12-01-2025,10:16,Morning,Women,Male,71,Senior,3,Civil Lines PS,Unreported
1210,George Town,25.4421,81.8329,Harassment,1,13-10-2025,22:07,Night,All,Male,37,Adult,2,George Town PS,Closed
1211,Phaphamau,25.503,81.885,Chain Snatching,1,24-03-2025,17:39,Evening,Women,Male,21,Adult,2,Phaphamau PS,Under Investigation
1212,Allahpur,25.4602,81.8501,Robbery,4,22-06-2025,15:48,Afternoon,Women,Male,70,Senior,1,Allahpur PS,Reported
1213,Allahpur,25.4602,81.8501,Theft,3,21-08-2025,05:49,Night,Women,Male,60,Adult,1,Allahpur PS,Reported
1214,Lukerganj,25.444,81.828,Theft,1,19-06-2025,18:04,Evening,All,Female,18,Teen,1,Lukerganj PS,Reported
1215,Dhoomanganj,25.448,81.79,Robbery,5,03-10-2025,20:52,Evening,Children,Female,26,Adult,1,Dhoomanganj PS,Reported
1216,Meerapur,25.43,81.82,Harassment,1,19-10-2025,08:27,Morning,Women,Male,65,Senior,2,Meerapur PS,Reported
1217,Allahpur,25.4602,81.8501,Kidnapping,5,19-05-2025,10:54,Morning,Women,Male,18,Teen,2,Allahpur PS,Closed
1218,Civil Lines,25.45,81.84,Assault,5,10-03-2025,11:51,Morning,All,Female,14,Teen,3,Civil Lines PS,Unreported
1219,Meerapur,25.43,81.82,Kidnapping,4,22-10-2025,10:00,Morning,Women,Female,20,Adult,3,Meerapur PS,Unreported
1220,Phaphamau,25.503,81.885,Chain Snatching,2,02-07-2025,21:43,Night,All,Female,60,Adult,1,Phaphamau PS,Unreported
1221,Allahpur,25.4602,81.8501,Assault,5,10-08-2025,22:16,Night,All,Female,28,Adult,3,Allahpur PS,Closed
1222,Daraganj,25.428,81.889,Robbery,5,18-12-2025,17:17,Evening,Children,Male,23,Adult,3,Daraganj PS,Under Investigation
1223,Phaphamau,25.503,81.885,Robbery,5,20-01-2025,07:52,Morning,Children,Female,28,Adult,1,Phaphamau PS,Closed
1224,George Town,25.4421,81.8329,Harassment,2,21-04-2025,09:48,Morning,All,Male,16,Teen,2,George Town PS,Under Investigation
1225,Jhunsi,25.402,81.9,Assault,5,10-03-2025,02:35,Night,Children,Male,25,Adult,2,Jhunsi PS,Closed
1226,Allahpur,25.4602,81.8501,Robbery,5,11-06-2025,09:09,Morning,Women,Male,55,Adult,2,Allahpur PS,Reported
1227,Naini,25.3925,81.863,Harassment,1,09-11-2025,23:11,Night,Women,Male,23,Adult,3,Naini PS,Under Investigation
1228,Naini,25.3925,81.863,Kidnapping,4,28-04-2025,13:43,Afternoon,Women,Female,56,Adult,2,Naini PS,Under Investigation
1229,Kareli,25.418,81.815,Chain Snatching,1,29-04-2025,05:51,Night,Women,Female,60,Adult,1,Kareli PS,Unreported
1230,Katra,25.4358,81.8463,Theft,1,17-02-2025,10:31,Morning,Children,Female,44,Adult,2,Katra PS,Under Investigation
1231,Meerapur,25.43,81.82,Kidnapping,5,26-09-2025,11:16,Morning,All,Male,8,Child,3,Meerapur PS,Reported
1232,Kareli,25.418,81.815,Harassment,4,20-08-2025,07:19,Morning,Children,Female,64,Senior,2,Kareli PS,Unreported
1233,Jhunsi,25.402,81.9,Kidnapping,5,15-07-2025,06:35,Morning,All,Male,64,Senior,3,Jhunsi PS,Closed
1234,Allahpur,25.4602,81.8501,Chain Snatching,4,13-02-2025,16:05,Afternoon,Children,Male,26,Adult,1,Allahpur PS,Closed
1235,Meerapur,25.43,81.82,Kidnapping,4,24-07-2025,10:57,Morning,All,Male,47,Adult,1,Meerapur PS,Closed
1236,Allahpur,25.4602,81.8501,Kidnapping,4,17-07-2025,07:51,Morning,Women,Female,55,Adult,3,Allahpur PS,Under Investigation
1237,Kareli,25.418,81.815,Robbery,4,28-11-2025,10:38,Morning,Children,Female,22,Adult,3,Kareli PS,Under Investigation
1238,Allahpur,25.4602,81.8501,Kidnapping,4,09-03-2025,05:42,Night,Women,Female,16,Teen,3,Allahpur PS,Under Investigation
1239,Katra,25.4358,81.8463,Theft,3,05-05-2025,18:47,Evening,Children,Female,44,Adult,1,Katra PS,Reported
1240,Katra,25.4358,81.8463,Kidnapping,4,15-09-2025,17:49,Evening,Children,Male,36,Adult,1,Katra PS,Reported
1241,Phaphamau,25.503,81.885,Chain Snatching,2,02-06-2025,07:28,Morning,All,Male,45,Adult,3,Phaphamau PS,Closed
1242,Naini,25.3925,81.863,Theft,3,04-04-2025,01:22,Night,Women,Male,12,Child,2,Naini PS,Reported
1243,Kareli,25.418,81.815,Kidnapping,5,10-12-2025,18:04,Evening,All,Male,17,Teen,3,Kareli PS,Unreported
1244,Civil Lines,25.45,81.84,Theft,3,02-11-2025,16:52,Afternoon,Women,Male,27,Adult,3,Civil Lines PS,Closed
1245,George Town,25.4421,81.8329,Chain Snatching,3,09-12-2025,00:16,Night,Children,Male,16,Teen,1,George Town PS,Under Investigation
1246,George Town,25.4421,81.8329,Kidnapping,5,02-03-2025,19:49,Evening,Women,Female,12,Child,2,George Town PS,Under Investigation
1247,Civil Lines,25.45,81.84,Kidnapping,5,28-04-2025,17:08,Evening,Children,Female,20,Adult,3,Civil Lines PS,Reported
1248,Meerapur,25.43,81.82,Harassment,4,02-02-2025,12:37,Afternoon,Women,Female,51,Adult,1,Meerapur PS,Closed
1249,Daraganj,25.428,81.889,Assault,5,21-11-2025,18:46,Evening,Women,Female,26,Adult,2,Daraganj PS,Reported
1250,Civil Lines,25.45,81.84,Theft,4,23-09-2025,18:06,Evening,Women,Male,15,Teen,1,Civil Lines PS,Unreported
1251,Dhoomanganj,25.448,81.79,Kidnapping,4,28-03-2025,00:53,Night,All,Male,41,Adult,3,Dhoomanganj PS,Reported
1252,Naini,25.3925,81.863,Theft,1,01-07-2025,21:25,Night,Children,Female,15,Teen,2,Naini PS,Unreported
1253,Katra,25.4358,81.8463,Chain Snatching,1,23-11-2025,12:54,Afternoon,Women,Male,32,Adult,1,Katra PS,Reported
1254,Katra,25.4358,81.8463,Assault,5,18-06-2025,04:03,Night,Children,Male,28,Adult,3,Katra PS,Reported
1255,Naini,25.3925,81.863,Harassment,2,27-08-2025,04:22,Night,All,Female,64,Senior,2,Naini PS,Reported
1256,Allahpur,25.4602,81.8501,Theft,4,03-07-2025,14:21,Afternoon,Children,Male,34,Adult,1,Allahpur PS,Closed
1257,George Town,25.4421,81.8329,Assault,4,14-11-2025,08:10,Morning,All,Female,41,Adult,3,George Town PS,Unreported
1258,Allahpur,25.4602,81.8501,Robbery,5,20-07-2025,14:35,Afternoon,Women,Female,42,Adult,3,Allahpur PS,Reported
1259,George Town,25.4421,81.8329,Assault,5,02-06-2025,16:14,Afternoon,All,Female,15,Teen,2,George Town PS,Unreported
1260,Allahpur,25.4602,81.8501,Kidnapping,4,11-06-2025,20:21,Evening,Children,Female,61,Senior,3,Allahpur PS,Reported
1261,Dhoomanganj,25.448,81.79,Theft,3,10-01-2025,17:36,Evening,All,Female,64,Senior,1,Dhoomanganj PS,Unreported
1262,Lukerganj,25.444,81.828,Theft,3,03-11-2025,16:11,Afternoon,Women,Male,70,Senior,3,Lukerganj PS,Closed
1263,Lukerganj,25.444,81.828,Theft,2,20-09-2025,10:53,Morning,Women,Male,39,Adult,2,Lukerganj PS,Closed
1264,Civil Lines,25.45,81.84,Kidnapping,4,10-01-2025,22:00,Night,All,Male,70,Senior,3,Civil Lines PS,Closed
1265,Meerapur,25.43,81.82,Theft,1,08-09-2025,06:04,Morning,All,Male,54,Adult,1,Meerapur PS,Unreported
1266,Kareli,25.418,81.815,Chain Snatching,4,10-01-2025,21:57,Night,Women,Male,15,Teen,1,Kareli PS,Closed
1267,Civil Lines,25.45,81.84,Theft,3,23-06-2025,09:31,Morning,All,Male,11,Child,2,Civil Lines PS,Unreported
1268,Phaphamau,25.503,81.885,Harassment,4,24-05-2025,06:44,Morning,All,Female,61,Senior,1,Phaphamau PS,Unreported
1269,Lukerganj,25.444,81.828,Robbery,4,01-12-2025,05:04,Night,All,Male,49,Adult,2,Lukerganj PS,Closed
1270,George Town,25.4421,81.8329,Chain Snatching,2,02-10-2025,12:28,Afternoon,Women,Male,70,Senior,3,George Town PS,Unreported
1271,Naini,25.3925,81.863,Harassment,1,03-06-2025,03:15,Night,Children,Male,28,Adult,3,Naini PS,Unreported
1272,Meerapur,25.43,81.82,Kidnapping,4,11-05-2025,02:01,Night,Women,Female,56,Adult,1,Meerapur PS,Unreported
1273,Jhunsi,25.402,81.9,Robbery,4,25-01-2025,11:48,Morning,Children,Male,37,Adult,3,Jhunsi PS,Closed
1274,Dhoomanganj,25.448,81.79,Harassment,2,06-12-2025,00:12,Night,Children,Female,63,Senior,2,Dhoomanganj PS,Reported
1275,Civil Lines,25.45,81.84,Assault,4,29-04-2025,17:23,Evening,Women,Male,8,Child,1,Civil Lines PS,Under Investigation
1276,Phaphamau,25.503,81.885,Assault,4,19-09-2025,06:23,Morning,All,Female,18,Teen,2,Phaphamau PS,Under Investigation
1277,Allahpur,25.4602,81.8501,Robbery,4,05-09-2025,04:53,Night,Women,Male,31,Adult,2,Allahpur PS,Closed
1278,Civil Lines,25.45,81.84,Harassment,2,29-12-2025,17:29,Evening,Children,Male,51,Adult,3,Civil Lines PS,Unreported
1279,Phaphamau,25.503,81.885,Kidnapping,5,05-06-2025,11:34,Morning,Children,Male,48,Adult,2,Phaphamau PS,Unreported
1280,Meerapur,25.43,81.82,Theft,1,06-06-2025,16:55,Afternoon,Women,Male,71,Senior,3,Meerapur PS,Reported
1281,Katra,25.4358,81.8463,Robbery,4,02-07-2025,15:33,Afternoon,Women,Male,51,Adult,3,Katra PS,Closed
1282,Kareli,25.418,81.815,Robbery,5,20-12-2025,09:43,Morning,All,Female,17,Teen,3,Kareli PS,Under Investigation
1283,Jhunsi,25.402,81.9,Kidnapping,5,10-06-2025,18:25,Evening,All,Female,63,Senior,3,Jhunsi PS,Closed
1284,Dhoomanganj,25.448,81.79,Chain Snatching,2,16-09-2025,20:54,Evening,All,Male,28,Adult,1,Dhoomanganj PS,Unreported
1285,Kareli,25.418,81.815,Theft,1,19-12-2025,23:20,Night,Children,Male,46,Adult,2,Kareli PS,Unreported
1286,Kareli,25.418,81.815,Assault,5,27-12-2025,23:40,Night,All,Female,26,Adult,1,Kareli PS,Reported
1287,Naini,25.3925,81.863,Theft,1,14-03-2025,23:32,Night,Children,Male,28,Adult,2,Naini PS,Unreported
1288,Dhoomanganj,25.448,81.79,Robbery,4,30-08-2025,07:41,Morning,All,Male,41,Adult,2,Dhoomanganj PS,Unreported
1289,Jhunsi,25.402,81.9,Chain Snatching,3,08-02-2025,02:15,Night,Children,Male,37,Adult,3,Jhunsi PS,Reported
1290,Katra,25.4358,81.8463,Harassment,1,06-06-2025,09:34,Morning,Children,Female,73,Senior,2,Katra PS,Reported
1291,Katra,25.4358,81.8463,Theft,4,06-01-2025,17:55,Evening,Women,Female,22,Adult,2,Katra PS,Under Investigation
1292,Allahpur,25.4602,81.8501,Assault,4,25-07-2025,01:19,Night,Women,Female,58,Adult,3,Allahpur PS,Under Investigation
1293,Civil Lines,25.45,81.84,Chain Snatching,1,26-07-2025,20:47,Evening,All,Male,51,Adult,3,Civil Lines PS,Under Investigation
1294,Lukerganj,25.444,81.828,Assault,5,10-04-2025,08:52,Morning,Children,Male,13,Teen,3,Lukerganj PS,Reported
1295,Lukerganj,25.444,81.828,Chain Snatching,4,11-12-2025,05:02,Night,Children,Female,55,Adult,3,Lukerganj PS,Reported
1296,Daraganj,25.428,81.889,Theft,3,26-09-2025,23:34,Night,Children,Male,72,Senior,1,Daraganj PS,Unreported
1297,Dhoomanganj,25.448,81.79,Kidnapping,4,30-08-2025,21:51,Night,All,Female,24,Adult,1,Dhoomanganj PS,Under Investigation
1298,Phaphamau,25.503,81.885,Chain Snatching,2,15-11-2025,05:12,Night,Women,Male,30,Adult,1,Phaphamau PS,Under Investigation
1299,Dhoomanganj,25.448,81.79,Harassment,1,08-09-2025,15:55,Afternoon,All,Female,31,Adult,1,Dhoomanganj PS,Under Investigation
1300,George Town,25.4421,81.8329,Assault,4,21-11-2025,18:37,Evening,Women,Female,28,Adult,3,George Town PS,Unreported
1301,Jhunsi,25.402,81.9,Chain Snatching,1,20-07-2025,18:14,Evening,Children,Female,34,Adult,3,Jhunsi PS,Under Investigation
1302,Jhunsi,25.402,81.9,Kidnapping,5,21-10-2025,06:49,Morning,Women,Male,15,Teen,2,Jhunsi PS,Unreported
1303,Allahpur,25.4602,81.8501,Robbery,5,01-03-2025,09:21,Morning,Women,Female,26,Adult,2,Allahpur PS,Reported
1304,Katra,25.4358,81.8463,Kidnapping,5,20-11-2025,04:42,Night,All,Female,39,Adult,3,Katra PS,Under Investigation
1305,Jhunsi,25.402,81.9,Theft,1,10-04-2025,18:02,Evening,All,Male,58,Adult,2,Jhunsi PS,Reported
1306,Allahpur,25.4602,81.8501,Theft,1,23-08-2025,08:49,Morning,Children,Male,36,Adult,1,Allahpur PS,Reported
1307,Naini,25.3925,81.863,Harassment,1,22-11-2025,10:01,Morning,Children,Female,51,Adult,1,Naini PS,Closed
1308,George Town,25.4421,81.8329,Kidnapping,4,28-03-2025,09:18,Morning,Women,Female,42,Adult,1,George Town PS,Closed
1309,Phaphamau,25.503,81.885,Chain Snatching,2,23-09-2025,04:03,Night,All,Female,26,Adult,3,Phaphamau PS,Reported
1310,George Town,25.4421,81.8329,Robbery,5,27-11-2025,05:51,Night,All,Male,49,Adult,3,George Town PS,Under Investigation
1311,Lukerganj,25.444,81.828,Chain Snatching,1,31-10-2025,05:23,Night,All,Female,29,Adult,2,Lukerganj PS,Under Investigation
1312,Daraganj,25.428,81.889,Theft,2,04-07-2025,09:44,Morning,Children,Female,30,Adult,2,Daraganj PS,Under Investigation
1313,Daraganj,25.428,81.889,Kidnapping,5,17-05-2025,22:12,Night,Women,Male,39,Adult,2,Daraganj PS,Reported
1314,Jhunsi,25.402,81.9,Theft,3,09-12-2025,21:51,Night,All,Male,60,Adult,1,Jhunsi PS,Unreported
1315,Naini,25.3925,81.863,Kidnapping,4,14-06-2025,20:35,Evening,All,Female,70,Senior,3,Naini PS,Reported
1316,Dhoomanganj,25.448,81.79,Chain Snatching,2,28-02-2025,16:14,Afternoon,All,Female,74,Senior,3,Dhoomanganj PS,Closed
1317,Phaphamau,25.503,81.885,Robbery,4,18-06-2025,02:55,Night,Children,Female,36,Adult,3,Phaphamau PS,Reported
1318,Daraganj,25.428,81.889,Robbery,4,16-12-2025,02:09,Night,Women,Male,15,Teen,3,Daraganj PS,Unreported
1319,Civil Lines,25.45,81.84,Robbery,4,30-05-2025,14:04,Afternoon,Women,Male,47,Adult,3,Civil Lines PS,Under Investigation
1320,Phaphamau,25.503,81.885,Kidnapping,4,12-04-2025,13:53,Afternoon,All,Female,49,Adult,1,Phaphamau PS,Closed
1321,Lukerganj,25.444,81.828,Assault,4,22-03-2025,10:14,Morning,Women,Female,32,Adult,2,Lukerganj PS,Under Investigation
1322,George Town,25.4421,81.8329,Theft,4,14-11-2025,04:44,Night,Women,Female,58,Adult,1,George Town PS,Reported
1323,Naini,25.3925,81.863,Harassment,2,30-12-2025,10:18,Morning,All,Male,73,Senior,1,Naini PS,Closed
1324,Dhoomanganj,25.448,81.79,Robbery,5,04-10-2025,12:14,Afternoon,All,Female,71,Senior,3,Dhoomanganj PS,Unreported
1325,Meerapur,25.43,81.82,Theft,1,23-07-2025,14:19,Afternoon,All,Female,53,Adult,2,Meerapur PS,Reported
1326,Allahpur,25.4602,81.8501,Harassment,2,09-06-2025,08:26,Morning,Children,Female,11,Child,2,Allahpur PS,Closed
1327,Lukerganj,25.444,81.828,Theft,1,06-07-2025,03:45,Night,Children,Female,14,Teen,2,Lukerganj PS,Unreported
1328,Kareli,25.418,81.815,Harassment,4,07-06-2025,09:37,Morning,Women,Male,40,Adult,2,Kareli PS,Reported
1329,Kareli,25.418,81.815,Robbery,5,19-04-2025,02:37,Night,Women,Male,22,Adult,2,Kareli PS,Closed
1330,Lukerganj,25.444,81.828,Harassment,3,23-01-2025,06:59,Morning,Women,Female,24,Adult,3,Lukerganj PS,Unreported
1331,Lukerganj,25.444,81.828,Harassment,3,04-04-2025,11:35,Morning,All,Male,15,Teen,2,Lukerganj PS,Under Investigation
1332,Phaphamau,25.503,81.885,Robbery,5,06-01-2025,20:51,Evening,Children,Male,35,Adult,2,Phaphamau PS,Closed
1333,Jhunsi,25.402,81.9,Kidnapping,4,15-10-2025,04:46,Night,Children,Female,8,Child,2,Jhunsi PS,Reported
1334,Naini,25.3925,81.863,Harassment,1,21-11-2025,22:21,Night,All,Female,20,Adult,2,Naini PS,Unreported
1335,Jhunsi,25.402,81.9,Robbery,4,16-02-2025,12:46,Afternoon,All,Female,42,Adult,2,Jhunsi PS,Reported
1336,Daraganj,25.428,81.889,Robbery,4,24-01-2025,14:25,Afternoon,All,Male,15,Teen,1,Daraganj PS,Unreported
1337,Lukerganj,25.444,81.828,Assault,5,15-03-2025,02:15,Night,Women,Female,30,Adult,2,Lukerganj PS,Closed
1338,Allahpur,25.4602,81.8501,Kidnapping,5,23-06-2025,16:07,Afternoon,All,Male,29,Adult,2,Allahpur PS,Unreported
1339,Naini,25.3925,81.863,Assault,5,12-01-2025,10:07,Morning,Children,Male,51,Adult,2,Naini PS,Reported
1340,Katra,25.4358,81.8463,Theft,1,08-10-2025,11:36,Morning,All,Female,71,Senior,1,Katra PS,Closed
1341,Katra,25.4358,81.8463,Harassment,4,27-06-2025,12:03,Afternoon,All,Male,24,Adult,2,Katra PS,Under Investigation
1342,Kareli,25.418,81.815,Robbery,5,20-04-2025,11:09,Morning,Children,Female,26,Adult,3,Kareli PS,Reported
1343,Dhoomanganj,25.448,81.79,Harassment,3,26-06-2025,20:24,Evening,Women,Male,74,Senior,2,Dhoomanganj PS,Closed
1344,Lukerganj,25.444,81.828,Harassment,4,19-12-2025,08:17,Morning,All,Female,46,Adult,2,Lukerganj PS,Under Investigation
1345,Allahpur,25.4602,81.8501,Harassment,2,13-08-2025,15:09,Afternoon,Children,Male,18,Teen,1,Allahpur PS,Closed
1346,Phaphamau,25.503,81.885,Theft,2,16-02-2025,05:21,Night,All,Male,74,Senior,1,Phaphamau PS,Closed
1347,Dhoomanganj,25.448,81.79,Theft,4,15-10-2025,18:35,Evening,Women,Male,55,Adult,1,Dhoomanganj PS,Reported
1348,Daraganj,25.428,81.889,Theft,4,10-09-2025,12:25,Afternoon,Children,Female,42,Adult,2,Daraganj PS,Unreported
1349,Lukerganj,25.444,81.828,Assault,4,13-03-2025,23:27,Night,Women,Female,67,Senior,1,Lukerganj PS,Closed
1350,Civil Lines,25.45,81.84,Robbery,5,22-08-2025,18:10,Evening,Women,Female,68,Senior,1,Civil Lines PS,Reported
1351,Jhunsi,25.402,81.9,Assault,5,01-08-2025,17:53,Evening,All,Male,9,Child,2,Jhunsi PS,Under Investigation
1352,Jhunsi,25.402,81.9,Assault,4,23-02-2025,03:54,Night,Women,Male,75,Senior,3,Jhunsi PS,Reported
1353,Meerapur,25.43,81.82,Kidnapping,4,31-12-2025,11:47,Morning,Children,Female,37,Adult,3,Meerapur PS,Unreported
1354,George Town,25.4421,81.8329,Theft,2,20-10-2025,09:04,Morning,Women,Female,23,Adult,3,George Town PS,Closed
1355,Dhoomanganj,25.448,81.79,Harassment,1,18-09-2025,22:29,Night,Women,Female,33,Adult,3,Dhoomanganj PS,Reported
1356,Allahpur,25.4602,81.8501,Assault,4,28-05-2025,05:59,Night,Children,Male,38,Adult,3,Allahpur PS,Unreported
1357,Kareli,25.418,81.815,Robbery,4,26-07-2025,06:44,Morning,Children,Female,75,Senior,2,Kareli PS,Closed
1358,Daraganj,25.428,81.889,Harassment,1,26-06-2025,08:42,Morning,All,Male,17,Teen,1,Daraganj PS,Unreported
1359,George Town,25.4421,81.8329,Theft,4,29-08-2025,05:33,Night,Women,Female,15,Teen,2,George Town PS,Under Investigation
1360,Phaphamau,25.503,81.885,Robbery,5,24-01-2025,13:17,Afternoon,Children,Male,63,Senior,3,Phaphamau PS,Closed
1361,Katra,25.4358,81.8463,Chain Snatching,3,13-10-2025,22:59,Night,Women,Male,8,Child,3,Katra PS,Closed
1362,Kareli,25.418,81.815,Assault,5,15-11-2025,01:48,Night,Women,Female,51,Adult,1,Kareli PS,Unreported
1363,Kareli,25.418,81.815,Assault,4,03-08-2025,06:24,Morning,Women,Female,28,Adult,3,Kareli PS,Unreported
1364,Meerapur,25.43,81.82,Robbery,4,13-07-2025,04:15,Night,Children,Male,50,Adult,3,Meerapur PS,Under Investigation
1365,Dhoomanganj,25.448,81.79,Theft,1,22-05-2025,04:45,Night,All,Male,66,Senior,3,Dhoomanganj PS,Closed
1366,Phaphamau,25.503,81.885,Harassment,1,21-07-2025,21:29,Night,Children,Female,55,Adult,1,Phaphamau PS,Under Investigation
1367,Jhunsi,25.402,81.9,Assault,4,09-03-2025,17:17,Evening,Women,Female,17,Teen,2,Jhunsi PS,Reported
1368,Civil Lines,25.45,81.84,Harassment,1,23-07-2025,20:22,Evening,Children,Male,49,Adult,2,Civil Lines PS,Closed
1369,Jhunsi,25.402,81.9,Assault,4,16-02-2025,20:31,Evening,All,Female,36,Adult,2,Jhunsi PS,Closed
1370,Kareli,25.418,81.815,Assault,4,08-01-2025,03:41,Night,Women,Male,33,Adult,1,Kareli PS,Closed
1371,Naini,25.3925,81.863,Theft,2,26-12-2025,18:47,Evening,All,Male,47,Adult,2,Naini PS,Unreported
1372,Jhunsi,25.402,81.9,Kidnapping,4,07-02-2025,00:10,Night,All,Female,40,Adult,2,Jhunsi PS,Unreported
1373,Meerapur,25.43,81.82,Harassment,2,24-08-2025,15:01,Afternoon,Children,Male,56,Adult,2,Meerapur PS,Closed
1374,Jhunsi,25.402,81.9,Chain Snatching,4,05-11-2025,05:28,Night,Women,Female,59,Adult,1,Jhunsi PS,Unreported
1375,Katra,25.4358,81.8463,Assault,4,09-04-2025,09:09,Morning,Children,Female,73,Senior,3,Katra PS,Closed
1376,Naini,25.3925,81.863,Chain Snatching,1,29-12-2025,02:20,Night,All,Male,56,Adult,1,Naini PS,Unreported
1377,Katra,25.4358,81.8463,Robbery,4,04-08-2025,19:11,Evening,Women,Male,60,Adult,2,Katra PS,Reported
1378,Allahpur,25.4602,81.8501,Robbery,4,23-08-2025,18:45,Evening,All,Male,44,Adult,2,Allahpur PS,Under Investigation
1379,Daraganj,25.428,81.889,Harassment,1,14-04-2025,19:24,Evening,All,Male,10,Child,2,Daraganj PS,Reported
1380,Phaphamau,25.503,81.885,Robbery,4,01-10-2025,16:47,Afternoon,Women,Female,41,Adult,3,Phaphamau PS,Under Investigation
1381,George Town,25.4421,81.8329,Assault,4,03-11-2025,22:43,Night,Women,Male,35,Adult,1,George Town PS,Under Investigation
1382,Daraganj,25.428,81.889,Chain Snatching,3,19-09-2025,11:51,Morning,Women,Female,57,Adult,1,Daraganj PS,Closed
1383,Allahpur,25.4602,81.8501,Theft,3,02-07-2025,21:13,Night,Women,Male,73,Senior,3,Allahpur PS,Reported
1384,Meerapur,25.43,81.82,Theft,3,26-04-2025,13:25,Afternoon,All,Female,72,Senior,2,Meerapur PS,Under Investigation
1385,Allahpur,25.4602,81.8501,Harassment,1,10-07-2025,05:02,Night,All,Male,66,Senior,2,Allahpur PS,Under Investigation
1386,Naini,25.3925,81.863,Kidnapping,4,26-07-2025,05:59,Night,All,Female,40,Adult,1,Naini PS,Unreported
1387,Katra,25.4358,81.8463,Assault,4,01-04-2025,15:03,Afternoon,All,Female,53,Adult,2,Katra PS,Reported
1388,Phaphamau,25.503,81.885,Harassment,4,04-12-2025,02:51,Night,All,Female,19,Teen,3,Phaphamau PS,Closed
1389,Civil Lines,25.45,81.84,Assault,4,09-04-2025,09:02,Morning,All,Male,49,Adult,1,Civil Lines PS,Under Investigation
1390,Naini,25.3925,81.863,Theft,2,24-10-2025,03:20,Night,All,Male,47,Adult,3,Naini PS,Under Investigation
1391,Katra,25.4358,81.8463,Theft,4,20-06-2025,02:43,Night,All,Male,21,Adult,2,Katra PS,Closed
1392,Meerapur,25.43,81.82,Theft,4,09-07-2025,00:53,Night,All,Female,55,Adult,3,Meerapur PS,Under Investigation
1393,Phaphamau,25.503,81.885,Kidnapping,5,01-09-2025,21:27,Night,Women,Male,73,Senior,2,Phaphamau PS,Closed
1394,Dhoomanganj,25.448,81.79,Theft,2,07-02-2025,22:03,Night,Women,Female,40,Adult,3,Dhoomanganj PS,Reported
1395,Naini,25.3925,81.863,Assault,4,04-02-2025,14:54,Afternoon,Children,Male,60,Adult,3,Naini PS,Closed
1396,Katra,25.4358,81.8463,Assault,5,18-09-2025,06:01,Morning,Women,Male,71,Senior,3,Katra PS,Reported
1397,Jhunsi,25.402,81.9,Robbery,4,30-04-2025,22:56,Night,Children,Male,32,Adult,2,Jhunsi PS,Under Investigation
1398,Daraganj,25.428,81.889,Harassment,1,12-08-2025,21:08,Night,Children,Female,68,Senior,3,Daraganj PS,Closed
1399,Lukerganj,25.444,81.828,Kidnapping,5,19-09-2025,18:24,Evening,Women,Male,10,Child,3,Lukerganj PS,Closed
1400,Katra,25.4358,81.8463,Kidnapping,4,17-02-2025,05:05,Night,Women,Male,41,Adult,3,Katra PS,Reported
1401,Katra,25.4358,81.8463,Chain Snatching,1,20-12-2025,10:33,Morning,Children,Female,71,Senior,2,Katra PS,Under Investigation
1402,Meerapur,25.43,81.82,Robbery,5,19-05-2025,07:31,Morning,Children,Female,45,Adult,2,Meerapur PS,Closed
1403,Daraganj,25.428,81.889,Harassment,4,18-01-2025,06:16,Morning,All,Male,32,Adult,1,Daraganj PS,Reported
1404,Dhoomanganj,25.448,81.79,Robbery,5,02-03-2025,00:38,Night,All,Male,56,Adult,3,Dhoomanganj PS,Closed
1405,Naini,25.3925,81.863,Assault,5,02-11-2025,02:05,Night,Women,Female,38,Adult,1,Naini PS,Reported
1406,Allahpur,25.4602,81.8501,Chain Snatching,4,01-01-2025,00:51,Night,Women,Female,55,Adult,1,Allahpur PS,Closed
1407,Allahpur,25.4602,81.8501,Chain Snatching,3,13-11-2025,18:22,Evening,Women,Male,37,Adult,1,Allahpur PS,Closed
1408,Katra,25.4358,81.8463,Chain Snatching,1,12-06-2025,23:25,Night,All,Female,15,Teen,2,Katra PS,Closed
1409,Dhoomanganj,25.448,81.79,Chain Snatching,1,28-07-2025,05:11,Night,Children,Male,16,Teen,1,Dhoomanganj PS,Closed
1410,Lukerganj,25.444,81.828,Theft,4,24-05-2025,07:10,Morning,Children,Female,53,Adult,2,Lukerganj PS,Under Investigation
1411,Allahpur,25.4602,81.8501,Theft,1,17-01-2025,06:21,Morning,Children,Female,23,Adult,1,Allahpur PS,Under Investigation
1412,Jhunsi,25.402,81.9,Chain Snatching,3,11-05-2025,22:41,Night,All,Female,9,Child,2,Jhunsi PS,Closed
1413,Lukerganj,25.444,81.828,Theft,4,31-07-2025,06:46,Morning,All,Female,28,Adult,2,Lukerganj PS,Under Investigation
1414,Daraganj,25.428,81.889,Robbery,5,31-03-2025,11:44,Morning,All,Male,46,Adult,1,Daraganj PS,Closed
1415,Allahpur,25.4602,81.8501,Robbery,4,25-09-2025,06:22,Morning,All,Male,64,Senior,1,Allahpur PS,Under Investigation
1416,Jhunsi,25.402,81.9,Assault,4,19-05-2025,08:58,Morning,All,Male,74,Senior,3,Jhunsi PS,Under Investigation
1417,Kareli,25.418,81.815,Chain Snatching,1,15-04-2025,03:03,Night,All,Male,24,Adult,3,Kareli PS,Under Investigation
